Y(mm),Z(mm),T(s)
6.581550421,-8.301585227,245.625
6.604766708,-8.343950968,245.78125
6.591726353,-8.381635469,245.9375
6.615408266,-8.313719889,246.09375
6.648521646,-8.228663327,246.25
6.659812151,-8.201381159,246.40625
6.670045494,-8.194933683,246.5625
6.669688193,-8.218568542,246.71875
6.661517927,-8.276273486,246.875
6.665417134,-8.259241514,247.03125
6.669307049,-8.242215053,247.1875
6.673554798,-8.201555564,247.34375
6.673554798,-8.201555564,247.5
6.668965222,-8.240827778,247.65625
6.66075352,-8.298562258,247.8125
6.664666088,-8.281521943,247.96875
6.673187702,-8.225194013,248.125
6.673554798,-8.201555564,248.28125
6.68126043,-8.167545261,248.4375
6.665812358,-8.235586853,248.59375
6.665812358,-8.235586853,248.75
6.661927269,-8.252610582,248.90625
6.661517927,-8.276273486,249.0625
6.673898089,-8.177928675,249.21875
6.6774122,-8.184547833,249.375
6.680577094,-8.189780578,249.53125
6.669337216,-8.217180073,249.6875
6.661927269,-8.252610582,249.84375
6.665076111,-8.257854244,250
6.661927269,-8.252610582,250.15625
6.677549795,-8.18394051,250.3125
6.680907016,-8.1661568,250.46875
6.6770596,-8.183159368,250.625
6.672115733,-8.246070267,250.78125
6.665076111,-8.257854244,250.9375
6.676715687,-8.206791031,251.09375
6.668965222,-8.240827778,251.25
6.684882198,-8.148552347,251.40625
6.680907016,-8.1661568,251.5625
6.669337216,-8.217180073,251.71875
6.665462195,-8.234198382,251.875
6.680714831,-8.189173157,252.03125
6.680577094,-8.189780578,252.1875
6.69158013,-8.160396806,252.34375
6.691882265,-8.136784053,252.5
6.669337216,-8.217180073,252.65625
6.672115733,-8.246070267,252.8125
6.683739629,-8.195014886,252.96875
6.679505838,-8.23567606,253.125
6.69158013,-8.160396806,253.28125
6.691882265,-8.136784053,253.4375
6.687230954,-8.176617471,253.59375
6.675999599,-8.229046492,253.75
6.679151775,-8.234287827,253.90625
6.68266138,-8.240919438,254.0625
6.695705962,-8.119793927,254.21875
6.695051154,-8.142009667,254.375
6.695051154,-8.142009667,254.53125
6.676358168,-8.205402077,254.6875
6.686184243,-8.222506871,254.84375
6.68266138,-8.240919438,255
6.698590012,-8.148626716,255.15625
6.702422475,-8.131631179,255.3125
6.695051154,-8.142009667,255.46875
6.690057648,-8.205488253,255.625
6.682661449,-8.215876798,255.78125
6.68266138,-8.240919438,255.9375
6.690557262,-8.206269219,256.09375
6.702422475,-8.131631179,256.25
6.702422475,-8.131631179,256.40625
6.678768667,-8.257948676,256.5625
6.690760021,-8.183240051,256.71875
6.718228965,-8.135128852,256.875
6.707672578,-8.140279612,257.03125
6.694376951,-8.164237321,257.1875
6.689702044,-8.229137792,257.34375
6.685814577,-8.246164406,257.5
6.691767314,-8.232569945,257.65625
6.711502512,-8.123284443,257.8125
6.711502512,-8.123284443,257.96875
6.703520038,-8.180908536,258.125
6.693270498,-8.210822614,258.28125
6.691767314,-8.232569945,258.4375
6.703520038,-8.180908536,258.59375
6.702819387,-8.20316056,258.75
6.722058579,-8.118133042,258.90625
6.722058579,-8.118133042,259.0625
6.700669655,-8.200433953,259.21875
6.698439034,-8.244450004,259.375
6.699519807,-8.19852888,259.53125
8.069142835,-8.33993931,259.6875
8.069142835,-8.33993931,259.84375
8.063589563,-8.362018161,260
8.063589563,-8.362018161,260.15625
8.063589563,-8.362018161,260.3125
8.074621647,-8.348448453,260.46875
8.069058962,-8.37053229,260.625
8.063589563,-8.362018161,260.78125
8.075317998,-8.350616967,260.9375
8.069142835,-8.33993931,261.09375
8.075317998,-8.350616967,261.25
8.069753324,-8.372700639,261.40625
8.069753324,-8.372700639,261.5625
8.080807051,-8.359132572,261.71875
8.074621647,-8.348448453,261.875
8.075317998,-8.350616967,262.03125
8.087567056,-8.332265956,262.1875
8.074621647,-8.348448453,262.34375
8.087567056,-8.332265956,262.5
8.074621647,-8.348448453,262.65625
8.086384993,-8.367801187,262.8125
8.087567056,-8.332265956,262.96875
8.087567056,-8.332265956,263.125
8.087567056,-8.332265956,263.28125
8.086972955,-8.369809493,263.4375
8.086384993,-8.367801187,263.59375
8.093157082,-8.340926714,263.75
8.087567056,-8.332265956,263.90625
8.093157082,-8.340926714,264.0625
8.093157082,-8.340926714,264.21875
8.099347746,-8.351602468,264.375
8.099347746,-8.351602468,264.53125
8.092561292,-8.378484663,264.6875
8.092561292,-8.378484663,264.84375
8.099347746,-8.351602468,265
8.099347746,-8.351602468,265.15625
8.093157082,-8.340926714,265.3125
8.099347746,-8.351602468,265.46875
8.104837489,-8.360113253,265.625
8.117910593,-8.344119274,265.78125
8.093157082,-8.340926714,265.9375
8.111129105,-8.370978859,266.09375
8.104837489,-8.360113253,266.25
8.104837489,-8.360113253,266.40625
8.117910593,-8.344119274,266.5625
8.117910593,-8.344119274,266.71875
8.104837489,-8.360113253,266.875
8.111604393,-8.333261507,267.03125
8.111604393,-8.333261507,267.1875
8.111129105,-8.370978859,267.34375
8.111129105,-8.370978859,267.5
8.117910593,-8.344119274,267.65625
8.117910593,-8.344119274,267.8125
8.117095399,-8.341762903,267.96875
8.111604393,-8.333261507,268.125
8.117910593,-8.344119274,268.28125
8.117910593,-8.344119274,268.4375
8.011434373,-8.397228489,268.59375
7.989621554,-8.453583547,268.75
7.955338875,-8.488383503,268.90625
7.627887056,-8.42976368,269.0625
7.618920675,-8.694865634,269.21875
7.659135473,-8.702514524,269.375
7.769221631,-8.638959298,269.53125
7.793949524,-8.620113979,269.6875
7.830315707,-8.650346655,269.84375
7.816230123,-8.658316442,270
7.869993642,-8.686889841,270.15625
8.013764197,-8.809409819,270.3125
7.998995413,-8.661572486,270.46875
8.114564266,-8.737257723,270.625
8.13165209,-8.79972438,270.78125
8.046148929,-8.683864241,270.9375
8.011529426,-8.654217737,271.09375
7.988120148,-8.581209074,271.25
7.963062907,-8.443105154,271.40625
7.945352447,-8.413002169,271.5625
7.944760798,-8.410974186,271.71875
7.905817114,-8.438170717,271.875
7.873840052,-8.325392874,272.03125
7.839467693,-8.239697155,272.1875
7.79459739,-8.197455698,272.34375
7.715656766,-8.070006152,272.5
7.618540041,-7.911664791,272.65625
7.514247378,-7.742748708,272.8125
7.404371,-7.567918603,272.96875
7.256378704,-7.444867417,273.125
7.051759659,-7.290647254,273.28125
6.958577156,-7.30381027,273.4375
6.650178175,-7.161340935,273.59375
6.241237943,-6.853722638,273.75
5.860563804,-6.424594984,273.90625
5.684075535,-6.325462232,274.0625
5.478031443,-6.213915929,274.21875
4.625436481,-5.250536641,274.375
3.594375351,-4.166364761,274.53125
3.336101115,-3.790697568,274.6875
2.826197601,-3.02517357,274.84375
2.231010326,-1.991595589,275
2.01521594,-2.003810017,275.15625
1.875008243,-2.128602814,275.3125
1.716892996,-2.120820722,275.46875
1.58888028,-2.111707933,275.625
1.479202387,-2.090436767,275.78125
1.424423132,-2.012452222,275.9375
1.427248237,-1.838948623,276.09375
1.377410264,-1.502940581,276.25
1.172850546,-0.808151492,276.40625
1.349045755,-0.571536392,276.5625
1.048138831,-0.720461109,276.71875
0.907718449,-1.03983892,276.875
0.637740131,-1.480617891,277.03125
0.609144368,-1.313757882,277.1875
0.592402105,-1.241770072,277.34375
0.640253575,-1.117991271,277.5
0.639280852,-0.408975959,277.65625
0.890963531,-0.438641482,277.8125
0.438178588,-0.932602391,277.96875
0.224814601,-1.495559119,278.125
0.22634823,-1.415134154,278.28125
0.229998987,-1.402586661,278.4375
0.352691432,-1.600975551,278.59375
0.680152193,-3.40270966,278.75
0.490416956,-3.548388696,278.90625
0.212719879,-3.820746344,279.0625
0.038276278,-3.979782342,279.21875
0.058705997,-3.931908323,279.375
0.052119198,-3.918527111,279.53125
0.155170977,-3.892184175,279.6875
0.417050855,-3.560519852,279.84375
0.706423309,-3.426502128,280
0.369317365,-3.659349589,280.15625
0.202921657,-3.952724338,280.3125
0.102923973,-4.02564309,280.46875
0.054392755,-4.022811822,280.625
0.083179381,-3.998526395,280.78125
0.122188961,-3.982458919,280.9375
0.131890347,-3.987014402,281.09375
0.131005615,-3.989673628,281.25
0.131869044,-3.99417911,281.40625
0.135006512,-3.996736049,281.5625
0.139866213,-3.995088984,281.71875
0.143697078,-3.999467015,281.875
0.150087356,-4.002715705,282.03125
0.147237532,-4.008616578,282.1875
0.145180265,-4.010197138,282.34375
0.144421206,-4.011938643,282.5
0.146342807,-4.009864961,282.65625
0.145952578,-4.011747471,282.8125
0.144597252,-4.014622158,282.96875
0.145372996,-4.016186276,283.125
0.146902742,-4.015943451,283.28125
0.146906891,-4.019273804,283.4375
0.146906891,-4.019273804,283.59375
0.146994654,-4.01895776,283.75
0.144308226,-4.019471117,283.90625
0.141455692,-4.021977458,284.0625
0.139597518,-4.02099111,284.21875
0.140213096,-4.022619108,284.375
0.141106713,-4.02147547,284.53125
0.141320971,-4.021481678,284.6875
0.141259075,-4.021253924,284.84375
0.141929358,-4.019838027,285
0.142213967,-4.02024732,285.15625
0.140132077,-4.024430436,285.3125
0.138473828,-4.024029301,285.46875
0.13818949,-4.023619947,285.625
0.137740151,-4.025345974,285.78125
0.13780452,-4.025438676,285.9375
0.137320404,-4.024293679,286.09375
0.138024453,-4.025755427,286.25
0.13780452,-4.025438676,286.40625
0.137412602,-4.027288723,286.5625
0.137604678,-4.024703072,286.71875
0.136643855,-4.022440669,286.875
0.13788897,-4.025112517,287.03125
0.139192427,-4.024762615,287.1875
0.140092182,-4.026799617,287.34375
0.139642555,-4.028526055,287.5
0.139991384,-4.029028629,287.65625
0.139991384,-4.029028629,287.8125
0.139422539,-4.028209087,287.96875
0.1379168,-4.028015179,288.125
0.138265481,-4.028517611,288.28125
0.138749661,-4.02966309,288.4375
0.138549811,-4.028927346,288.59375
0.139183939,-4.029987746,288.75
0.138549811,-4.028927346,288.90625
0.139795055,-4.028306026,289.0625
0.139602805,-4.030892665,289.21875
0.137816289,-4.030240823,289.375
0.136675985,-4.033751004,289.53125
0.135019745,-4.033442197,289.6875
0.133329129,-4.032309254,289.84375
0.132858786,-4.029303154,290
0.134379851,-4.029115753,290.15625
0.137968829,-4.030021502,290.3125
0.138164954,-4.030743456,290.46875
0.134846906,-4.032169319,290.625
0.135108003,-4.033130611,290.78125
0.133808832,-4.0334394,290.9375
0.134474569,-4.032071042,291.09375
0.128839818,-4.034341501,291.25
0.121437041,-4.037049317,291.40625
0.128075171,-4.037928397,291.5625
0.170401992,-4.041417224,291.71875
0.353281437,-4.411259206,291.875
0.984506669,-4.099944375,292.03125
0.80301534,-3.807488492,292.1875
0.401110898,-3.651249981,292.34375
0.144852186,-4.447327677,292.5
0.028355823,-4.498224211,292.65625
0.031277882,-4.458346466,292.8125
0.018652726,-4.449971395,292.96875
0.069250681,-4.446037713,293.125
0.735315439,-4.674686379,293.28125
0.667890241,-4.353478826,293.4375
0.360908413,-3.662612541,293.59375
0.066168954,-4.353146849,293.75
0.015456158,-4.350032994,293.90625
0.029992056,-4.316001554,294.0625
0.023697673,-4.309362971,294.21875
0.024517692,-4.306002744,294.375
0.205171414,-4.305592595,294.53125
0.350195206,-3.764592817,294.6875
0.386682749,-4.038786907,294.84375
0.48670746,-4.150848193,295
0.403951025,-4.150853598,295.15625
0.448781864,-4.316053573,295.3125
0.217876373,-4.695807579,295.46875
0.069252045,-4.821495675,295.625
0.038062745,-4.801256363,295.78125
0.02970634,-4.793617329,295.9375
0.115380336,-4.759757029,296.09375
0.19779723,-4.719202129,296.25
0.258787003,-4.605876086,296.40625
0.29800058,-4.484375,296.5625
0.327751299,-4.361917889,296.71875
0.418352257,-4.171436278,296.875
0.466336208,-4.038552899,297.03125
0.468651268,-4.021557644,297.1875
0.507892516,-4.024750445,297.34375
0.549392295,-3.987317701,297.5
0.499713553,-3.981096808,297.65625
0.51734744,-3.962759366,297.8125
0.500321037,-3.979041382,297.96875
0.51781269,-3.996660159,298.125
0.712366609,-3.897791221,298.28125
0.80063872,-3.787329262,298.4375
0.676009278,-3.80481672,298.59375
0.57800482,-3.835716951,298.75
0.398610784,-3.928329994,298.90625
0.287500177,-4.253255625,299.0625
0.18788871,-4.479576459,299.21875
0.085531816,-4.572678261,299.375
0.029469185,-4.573903687,299.53125
0.030872899,-4.546211626,299.6875
0.022574366,-4.53779728,299.84375
0.022470059,-4.526787762,300
0.042839067,-4.526069348,300.15625
0.242718593,-4.632285368,300.3125
0.491068169,-4.825209911,300.46875
0.397742766,-4.811468346,300.625
0.793441062,-4.161276132,300.78125
0.393970903,-3.456981626,300.9375
0.264838497,-3.827342513,301.09375
0.116810773,-4.115044931,301.25
0.034360051,-4.135835656,301.40625
0.041377411,-4.102495055,301.5625
0.0244754,-4.095121899,301.71875
0.055205082,-4.095826637,301.875
0.393638815,-5.002492043,302.03125
0.494182024,-4.534419793,302.1875
0.710425351,-4.13494438,302.34375
0.352011539,-3.215450588,302.5
0.154523588,-3.704954844,302.65625
0.045440018,-3.760133495,302.8125
0.049310925,-3.733657173,302.96875
0.038172985,-3.73537127,303.125
0.052966181,-3.739981196,303.28125
0.640247396,-4.776154328,303.4375
0.490935481,-4.575085242,303.59375
0.385328582,-3.43876618,303.75
0.188220239,-3.348804822,303.90625
0.058638433,-3.458821678,304.0625
0.057581078,-3.430513805,304.21875
0.045953264,-3.429493104,304.375
0.143967181,-3.490419962,304.53125
0.693019315,-4.62040584,304.6875
0.656557199,-4.357612476,304.84375
0.31475679,-2.991593109,305
0.111993137,-3.454813953,305.15625
0.050326319,-3.415593507,305.3125
0.056177111,-3.382657177,305.46875
0.041419751,-3.388883792,305.625
0.60752363,-5.274521741,305.78125
0.470410653,-4.843576347,305.9375
0.411624795,-3.391772223,306.09375
0.20936104,-3.328128135,306.25
0.056784734,-3.475292366,306.40625
0.062245599,-3.439007642,306.5625
0.045271821,-3.446310815,306.71875
0.135263593,-3.483929081,306.875
0.748575813,-4.698321345,307.03125
0.759206927,-4.204314403,307.1875
0.32809078,-3.034699092,307.34375
0.116460631,-3.507504706,307.5
0.054449496,-3.475188363,307.65625
0.05797613,-3.450016656,307.8125
0.045708804,-3.459883827,307.96875
0.640613527,-5.28621603,308.125
0.619664504,-4.662291801,308.28125
0.379817228,-3.208160955,308.4375
0.19049432,-3.392339147,308.59375
0.063109484,-3.505194063,308.75
0.068054552,-3.476085942,308.90625
0.047545858,-3.484647078,309.0625
0.208163984,-3.747149445,309.21875
0.745306485,-4.617496146,309.375
0.793992005,-4.083587184,309.53125
0.322888042,-3.025540961,309.6875
0.095001595,-3.499867967,309.84375
0.056125532,-3.484373336,310
0.048952584,-3.463684829,310.15625
0.060851949,-3.478169335,310.3125
0.731829969,-4.86426722,310.46875
0.539249126,-4.734395558,310.625
0.332460829,-2.99354363,310.78125
0.164019989,-3.464597269,310.9375
0.053894737,-3.488923424,311.09375
0.062310442,-3.464220912,311.25
0.035889697,-3.468384893,311.40625
0.407390874,-4.977357987,311.5625
0.633004551,-4.452271631,311.71875
0.550126272,-3.605261554,311.875
0.22913195,-3.229217552,312.03125
0.073064283,-3.424743608,312.1875
0.072958562,-3.385235708,312.34375
0.057332197,-3.391381852,312.5
0.150569906,-3.449317502,312.65625
0.713178222,-4.504222099,312.8125
0.723418638,-4.163518296,312.96875
0.32275681,-3.028561872,313.125
0.108601466,-3.502853118,313.28125
0.061466782,-3.47067724,313.4375
0.059631209,-3.44689237,313.59375
0.059253739,-3.456774394,313.75
0.722137478,-4.826524511,313.90625
0.564103495,-4.670645644,314.0625
0.34165385,-3.015771705,314.21875
0.154837713,-3.431975401,314.375
0.050208996,-3.460593051,314.53125
0.07412554,-3.419544737,314.6875
0.045566895,-3.436696307,314.84375
0.48679474,-5.194922341,315
0.559154612,-4.628984523,315.15625
0.437821941,-3.546019294,315.3125
0.222091394,-3.302692698,315.46875
0.070696505,-3.51128893,315.625
0.06770876,-3.466401264,315.78125
0.053731833,-3.467591037,315.9375
0.153840888,-3.527186608,316.09375
0.733905654,-4.482616735,316.25
0.753181636,-4.112960547,316.40625
0.326403175,-3.02251941,316.5625
0.104485719,-3.474556359,316.71875
0.063222047,-3.444439156,316.875
0.05975862,-3.420207086,317.03125
0.058243887,-3.427012242,317.1875
0.722439188,-4.894161435,317.34375
0.628344101,-4.537728994,317.5
0.351021918,-3.216990639,317.65625
0.158669443,-3.49823529,317.8125
0.043388126,-3.575900217,317.96875
0.058701901,-3.53488135,318.125
0.040029422,-3.538358443,318.28125
0.26592828,-4.308585222,318.4375
0.740751198,-4.531068285,318.59375
0.787384872,-4.054380236,318.75
0.301962619,-3.098071371,318.90625
0.102459571,-3.544461296,319.0625
0.056861543,-3.528171532,319.21875
0.058221094,-3.512830104,319.375
0.066891835,-3.528290069,319.53125
0.728016437,-4.804142788,319.6875
0.619448172,-4.576023584,319.84375
0.330292149,-3.11453131,320
0.128194838,-3.588158445,320.15625
0.047939895,-3.582174333,320.3125
0.064404397,-3.541504579,320.46875
0.040346675,-3.548141697,320.625
0.35374109,-4.827706817,320.78125
0.742654773,-4.498991963,320.9375
0.703940555,-3.790896378,321.09375
0.284769396,-3.117156785,321.25
0.092037482,-3.466983899,321.40625
0.062531507,-3.452606614,321.5625
0.055713259,-3.424980912,321.71875
0.087089107,-3.443862226,321.875
0.720137536,-4.787436957,322.03125
0.587522598,-4.58865732,322.1875
0.323841774,-2.976959694,322.34375
0.156317029,-3.40107291,322.5
0.05037121,-3.439670067,322.65625
0.064989087,-3.406528614,322.8125
0.04813768,-3.402907655,322.96875
0.260654842,-4.171469587,323.125
0.708795612,-4.522547147,323.28125
0.728717728,-4.022933015,323.4375
0.323235101,-3.026515248,323.59375
0.096264653,-3.483024888,323.75
0.057713969,-3.465333924,323.90625
0.055413714,-3.440027426,324.0625
0.065796123,-3.451062372,324.21875
0.727658282,-4.879743518,324.375
0.593703208,-4.681724449,324.53125
0.327111946,-3.037325827,324.6875
0.160428789,-3.486485031,324.84375
0.045166682,-3.536010387,325
0.063915449,-3.507635308,325.15625
0.04343882,-3.507002557,325.3125
0.278764442,-4.450830116,325.46875
0.719464333,-4.599199205,325.625
0.58921918,-3.899908531,325.78125
0.274881597,-3.154580153,325.9375
0.080389492,-3.522904437,326.09375
0.062735366,-3.491943681,326.25
0.054770146,-3.479451999,326.40625
0.087303006,-3.490595435,326.5625
0.730851686,-4.787119828,326.71875
0.661726413,-4.548034021,326.875
0.321130171,-3.029575177,327.03125
0.120568292,-3.555968346,327.1875
0.055745267,-3.520833615,327.34375
0.070549201,-3.492280085,327.5
0.050491962,-3.503222022,327.65625
0.580207331,-5.435349518,327.8125
0.687919316,-4.615965468,327.96875
0.373120405,-3.320231727,328.125
0.187566093,-3.425762702,328.28125
0.056602001,-3.548182725,328.4375
0.06955691,-3.511089763,328.59375
0.048628063,-3.51555927,328.75
0.265803994,-4.428617358,328.90625
0.711510641,-4.674702558,329.0625
0.645821643,-4.011279054,329.21875
0.298084193,-3.102735746,329.375
0.07829256,-3.565507054,329.53125
0.061944688,-3.533313899,329.6875
0.05450856,-3.512879548,329.84375
0.073725462,-3.532277935,330
0.746157233,-4.850571811,330.15625
0.654654174,-4.538190318,330.3125
0.33265784,-2.990951274,330.46875
0.122597813,-3.439860839,330.625
0.054093996,-3.421838257,330.78125
0.068028311,-3.380341309,330.9375
0.047945239,-3.395834579,331.09375
0.645495614,-5.331903302,331.25
0.596379351,-4.773637848,331.40625
0.375014127,-3.442324885,331.5625
0.180587068,-3.447672537,331.71875
0.05071296,-3.582109996,331.875
0.057430061,-3.542719206,332.03125
0.040687584,-3.54086229,332.1875
0.189655677,-3.725487656,332.34375
0.756862764,-4.590314135,332.5
0.721431812,-4.141966254,332.65625
0.317075627,-3.049504861,332.8125
0.088080151,-3.50168493,332.96875
0.062687665,-3.475900615,333.125
0.054628768,-3.457767976,333.28125
0.064719632,-3.46274531,333.4375
0.753066086,-4.885670786,333.59375
0.526795404,-4.662705944,333.75
0.315142801,-2.994075155,333.90625
0.142558109,-3.417696426,334.0625
0.048522612,-3.434725163,334.21875
0.069070485,-3.395090155,334.375
0.045534374,-3.401002254,334.53125
0.356987126,-4.889262115,334.6875
0.716808046,-4.544506225,334.84375
0.589313093,-3.761216722,335
0.260497018,-3.135751847,335.15625
0.065994043,-3.440595127,335.3125
0.06723351,-3.398991274,335.46875
0.051347918,-3.391193058,335.625
0.110900072,-3.422956817,335.78125
0.740245062,-4.76311814,335.9375
0.72766003,-4.267259985,336.09375
0.31761833,-3.012528883,336.25
0.118912804,-3.498186996,336.40625
0.055162277,-3.469879978,336.5625
0.067060986,-3.439443554,336.71875
0.051023043,-3.451626336,336.875
0.688486379,-5.073644741,337.03125
0.626105796,-4.615593551,337.1875
0.349154134,-3.274948644,337.34375
0.167399276,-3.534364721,337.5
0.053167854,-3.609289571,337.65625
0.06156399,-3.582052641,337.8125
0.042135459,-3.576322438,337.96875
0.255538122,-4.291757191,338.125
0.720923798,-4.628314206,338.28125
0.662205058,-3.97689568,338.4375
0.293169941,-3.121555559,338.59375
0.106993868,-3.555484547,338.75
0.054835162,-3.550383106,338.90625
0.057529443,-3.523519299,339.0625
0.056016931,-3.536490152,339.21875
0.721136941,-4.845098858,339.375
0.544194232,-4.76201356,339.53125
0.324669094,-3.062494436,339.6875
0.151635886,-3.464905033,339.84375
0.04667024,-3.500925641,340
0.068383168,-3.458826524,340.15625
0.046142055,-3.471453597,340.3125
0.3141406,-4.83841595,340.46875
0.69676515,-4.671708236,340.625
0.624325486,-3.703964434,340.78125
0.283671767,-3.125698814,340.9375
0.093904584,-3.500212891,341.09375
0.058207412,-3.483630942,341.25
0.05624643,-3.471030457,341.40625
0.070402791,-3.489771757,341.5625
0.751433371,-4.776463494,341.71875
0.577919573,-4.659427669,341.875
0.31836535,-3.00367556,342.03125
0.127372192,-3.492472881,342.1875
0.055724324,-3.473612541,342.34375
0.072655798,-3.44020456,342.5
0.051183444,-3.441580321,342.65625
0.343687017,-4.893896924,342.8125
0.690355422,-4.555156869,342.96875
0.617872145,-3.826391197,343.125
0.273031734,-3.151389578,343.28125
0.088254479,-3.499087277,343.4375
0.063842578,-3.468999336,343.59375
0.056294597,-3.459668879,343.75
0.080856225,-3.479975274,343.90625
0.752524773,-4.779513993,344.0625
0.598028939,-4.621279148,344.21875
0.312181759,-3.039509214,344.375
0.126110289,-3.546666208,344.53125
0.049152594,-3.528501602,344.6875
0.068352234,-3.501560507,344.84375
0.044784679,-3.514158256,345
0.481011806,-5.378721712,345.15625
0.742009815,-4.50047613,345.3125
0.395007025,-3.60416298,345.46875
0.219262366,-3.352119369,345.625
0.066712168,-3.590778367,345.78125
0.061372549,-3.553531138,345.9375
0.044289732,-3.55502485,346.09375
0.110806439,-3.577789757,346.25
0.77329883,-4.691154767,346.40625
0.681023657,-4.191585422,346.5625
0.318118828,-3.091299693,346.71875
0.119772474,-3.621562211,346.875
0.043488284,-3.596788498,347.03125
0.057512898,-3.565843881,347.1875
0.037006972,-3.57047851,347.34375
0.538076023,-5.429151992,347.5
0.67687424,-4.565982385,347.65625
0.424193927,-3.384395736,347.8125
0.243200077,-3.27173332,347.96875
0.05252636,-3.533924462,348.125
0.060892716,-3.489374974,348.28125
0.04243735,-3.479201048,348.4375
0.082433166,-3.493078904,348.59375
0.744017736,-4.711038953,348.75
0.615253377,-4.508966171,348.90625
0.322105911,-2.998267264,349.0625
0.146173873,-3.489230875,349.21875
0.048995067,-3.521444865,349.375
0.063829531,-3.46963672,349.53125
0.034204028,-3.477415564,349.6875
0.269277129,-4.358580545,349.84375
0.761001909,-4.474358658,350
0.733195432,-3.963310657,350.15625
0.30025599,-3.063980148,350.3125
0.086996253,-3.50346062,350.46875
0.060041711,-3.475134244,350.625
0.053062835,-3.449664571,350.78125
0.057419146,-3.462699334,350.9375
0.758659591,-4.774284973,351.09375
0.585714399,-4.589705894,351.25
0.35869841,-3.180666534,351.40625
0.142782755,-3.475529788,351.5625
0.050854375,-3.512509819,351.71875
0.060433321,-3.480413988,351.875
0.037653279,-3.471111232,352.03125
0.212009612,-3.790068325,352.1875
0.72758075,-4.579935,352.34375
0.667091199,-4.179018769,352.5
0.313780737,-3.067903388,352.65625
0.10262859,-3.555688115,352.8125
0.051967258,-3.530115581,352.96875
0.055800311,-3.494775806,353.125
0.031506315,-3.504995824,353.28125
0.469018707,-5.271428453,353.4375
0.705051567,-4.441179428,353.59375
0.466486342,-3.612854212,353.75
0.244110432,-3.220794723,353.90625
0.083354987,-3.507039203,354.0625
0.052221709,-3.488954106,354.21875
0.046876151,-3.465698804,354.375
0.06035514,-3.481172627,354.53125
0.737605297,-4.684312694,354.6875
0.547661146,-4.581044438,354.84375
0.335752298,-3.132205802,355
0.132693462,-3.426603772,355.15625
0.051069842,-3.451892354,355.3125
0.054588977,-3.415830922,355.46875
0.035678017,-3.413017578,355.625
0.206752436,-3.774804472,355.78125
0.698405787,-4.527029126,355.9375
0.614082188,-4.19005451,356.09375
0.314490075,-3.088479927,356.25
0.099816511,-3.607339548,356.40625
0.034906895,-3.573773405,356.5625
0.047488119,-3.540797139,356.71875
0.026730336,-3.550285101,356.875
0.521283539,-5.239660889,357.03125
0.618870716,-4.56109413,357.1875
0.402028624,-3.599049198,357.34375
0.189052028,-3.384759116,357.5
0.075313563,-3.554849747,357.65625
0.042507219,-3.533571889,357.8125
0.040179605,-3.524146082,357.96875
0.066019804,-3.542129658,358.125
0.750204197,-4.487235659,358.28125
0.549708992,-4.502218194,358.4375
0.316402371,-3.02678056,358.59375
0.127254023,-3.382495284,358.75
0.032758757,-3.402324343,358.90625
0.052525752,-3.360708789,359.0625
0.024195565,-3.365632248,359.21875
0.252252347,-4.240868677,359.375
0.701995121,-4.477139735,359.53125
0.657293979,-4.065991731,359.6875
0.309565232,-3.049160207,359.84375
0.084887935,-3.511754651,360
0.033851393,-3.491833551,360.15625
0.041194626,-3.467602118,360.3125
0.025695503,-3.466125177,360.46875
0.46137723,-5.22860679,360.625
0.612122525,-4.508331737,360.78125
0.544990854,-3.635238476,360.9375
0.271543,-3.15514331,361.09375
0.074943569,-3.51950925,361.25
0.039263761,-3.491689095,361.40625
0.032316446,-3.471749542,361.5625
0.032029614,-3.492285934,361.71875
0.667246347,-4.950364551,361.875
0.520261845,-4.611864046,362.03125
0.421711945,-3.560731519,362.1875
0.240152083,-3.286943062,362.34375
0.051388848,-3.610199699,362.5
0.035551502,-3.585816177,362.65625
0.02563027,-3.569752628,362.8125
0.048547121,-3.585934865,362.96875
0.712753206,-4.646040228,363.125
0.544291561,-4.66454323,363.28125
0.330906272,-3.02389801,363.4375
0.149075662,-3.349383573,363.59375
0.031543616,-3.400444803,363.75
0.051096901,-3.360453574,363.90625
0.017875064,-3.373786297,364.0625
0.246414953,-4.296539012,364.21875
0.705873441,-4.561895133,364.375
0.695856166,-4.004905106,364.53125
0.316312423,-3.075293722,364.6875
0.096968008,-3.562758591,364.84375
0.036739689,-3.550176362,365
0.036061656,-3.512944648,365.15625
0.026607243,-3.519172326,365.3125
0.58100392,-5.209842722,365.46875
0.606024666,-4.533077788,365.625
0.45733089,-3.511470903,365.78125
0.242705658,-3.197097057,365.9375
0.057874146,-3.494041289,366.09375
0.047498493,-3.460815879,366.25
0.031374958,-3.463474941,366.40625
0.060743029,-3.471074053,366.5625
0.676518283,-4.727697998,366.71875
0.515767161,-4.63030373,366.875
0.336999613,-3.09824073,367.03125
0.122925715,-3.434874214,367.1875
0.034576016,-3.461141415,367.34375
0.054887992,-3.411603671,367.5
0.016315115,-3.428715218,367.65625
0.237299961,-4.200651901,367.8125
0.662843663,-4.617056135,367.96875
0.74855841,-4.136334109,368.125
0.300396671,-3.042851034,368.28125
0.093698475,-3.494081024,368.4375
0.03483393,-3.472840103,368.59375
0.051538957,-3.445698392,368.75
0.027874924,-3.457596988,368.90625
