Y(mm),Z(mm),T(s)
0.06989342,-4.213420057,122.65625
0.069794621,-4.210663186,122.8125
0.070353139,-4.211490314,122.96875
0.072113809,-4.210146912,123.125
0.072398502,-4.210568462,123.28125
0.0714632,-4.211382694,123.4375
0.0714632,-4.211382694,123.59375
0.071276101,-4.210698533,123.75
0.069794621,-4.210663186,123.90625
0.069801127,-4.213690364,124.0625
0.071006503,-4.213272093,124.21875
0.07081946,-4.21258794,124.375
0.07007387,-4.211076722,124.53125
0.070172676,-4.213833725,124.6875
0.069148049,-4.211909171,124.84375
0.068691729,-4.213795541,125
0.068225744,-4.212698538,125.15625
0.06794663,-4.212285128,125.3125
0.068215965,-4.209715465,125.46875
0.068774245,-4.210542251,125.625
0.067475047,-4.209953572,125.78125
0.067489386,-4.214734851,125.9375
0.067198422,-4.216613313,126.09375
0.068877227,-4.215044346,126.25
0.071479779,-4.214956976,126.40625
0.079242799,-4.220335022,126.5625
0.082134117,-4.220657806,126.71875
0.094950957,-4.215994521,126.875
0.102785288,-4.214882908,127.03125
0.103870403,-4.225441703,127.1875
0.104259833,-4.23168196,127.34375
0.109322356,-4.230793111,127.5
0.11058853,-4.235844137,127.65625
0.136095361,-4.232380451,127.8125
0.159329881,-4.239805849,127.96875
0.14900157,-4.26640501,128.125
0.123113649,-4.29692016,128.28125
0.090640556,-4.309782719,128.4375
0.047681171,-4.321984586,128.59375
0.013333138,-4.322224429,128.75
-0.001219058,-4.314940243,128.90625
-0.014015913,-4.305939532,129.0625
-0.021739565,-4.296753127,129.21875
-0.024803353,-4.293004926,129.375
-0.026935752,-4.293658894,129.53125
-0.027658016,-4.292179674,129.6875
-0.026165458,-4.284791008,129.84375
-0.020482207,-4.277824918,130
-0.009390139,-4.271231687,130.15625
0.002852088,-4.267788173,130.3125
0.007610068,-4.277345129,130.46875
0.001775407,-4.285039114,130.625
0.001618024,-4.288910593,130.78125
0.002627851,-4.293682125,130.9375
-0.00015524,-4.292604713,131.09375
-0.002592116,-4.292244596,131.25
-0.002865665,-4.291833819,131.40625
-0.003773713,-4.289683506,131.5625
-0.00395962,-4.290191349,131.71875
0.002323204,-4.28586049,131.875
0.004861055,-4.288814672,132.03125
0.005859211,-4.290705997,132.1875
0.005585028,-4.290294789,132.34375
0.004964614,-4.29139896,132.5
0.004499334,-4.287483702,132.65625
0.004054775,-4.289245651,132.8125
0.002697651,-4.288892909,132.96875
0.000913163,-4.29195543,133.125
-0.000439569,-4.289363603,133.28125
-0.000181982,-4.290311638,133.4375
-0.000275078,-4.290565829,133.59375
0.00080389,-4.290550881,133.75
0.001705594,-4.289830052,133.90625
0.002785224,-4.289812671,134.0625
0.002330537,-4.288736407,134.21875
0.002604467,-4.289147273,134.375
0.002330537,-4.288736407,134.53125
0.001077704,-4.29096172,134.6875
0.000897026,-4.290296564,134.84375
0.000897026,-4.290296564,135
0.002072654,-4.289986656,135.15625
0.000639341,-4.291544387,135.3125
-0.000532658,-4.291812081,135.46875
-7.83E-05,-4.292887932,135.625
-0.000609586,-4.291528907,135.78125
-0.000362626,-4.28964676,135.9375
-0.000455708,-4.289900848,136.09375
-0.000729409,-4.289490122,136.25
-0.000455708,-4.289900848,136.40625
-0.001611206,-4.289631723,136.5625
-0.000713282,-4.288952815,136.71875
-0.000910036,-4.288825246,136.875
-0.000713282,-4.288952815,137.03125
-0.000636343,-4.289235971,137.1875
-0.001441262,-4.287466702,137.34375
-0.002342344,-4.288133464,137.5
-0.002068759,-4.288544077,137.65625
-0.002618948,-4.289954752,137.8125
-0.002446013,-4.287751948,137.96875
-0.00199184,-4.28882716,138.125
-0.002342344,-4.288133464,138.28125
-0.001714894,-4.287056105,138.4375
-0.001544945,-4.284889847,138.59375
-0.000370129,-4.284578985,138.75
-0.000740013,-4.28665877,138.90625
-0.000192577,-4.287480121,139.0625
-0.000104975,-4.288399195,139.21875
-0.000559353,-4.287323607,139.375
-0.001611206,-4.289631723,139.53125
-0.001898862,-4.286379177,139.6875
-0.005140761,-4.287631229,139.84375
-0.009174406,-4.292146061,140
-0.013474154,-4.293023235,140.15625
-0.013498146,-4.290709445,140.3125
-0.006679847,-4.287779557,140.46875
0.009696369,-4.279212335,140.625
0.036528422,-4.266918102,140.78125
0.079530705,-4.246070065,140.9375
0.130208609,-4.234151928,141.09375
0.176872107,-4.309435501,141.25
0.209084964,-4.397192219,141.40625
0.226420244,-4.414234015,141.5625
0.233594001,-4.442346018,141.71875
0.237304876,-4.470694254,141.875
0.244146736,-4.489586608,142.03125
0.248168798,-4.487011158,142.1875
0.240413167,-4.493195458,142.34375
0.237728369,-4.502430012,142.5
0.235805291,-4.502906815,142.65625
0.235219843,-4.50385621,142.8125
0.236966912,-4.507799813,142.96875
0.237553744,-4.511758878,143.125
0.234181845,-4.519024623,143.28125
0.233614303,-4.521266375,143.4375
0.235167057,-4.527541192,143.59375
0.232954183,-4.536533878,143.75
0.237302083,-4.542695493,143.90625
0.240978883,-4.540270233,144.0625
0.244241512,-4.536903943,144.21875
0.24676964,-4.537582703,144.375
0.246972852,-4.541444414,144.53125
0.249812795,-4.542601705,144.6875
0.251143632,-4.543056438,144.84375
0.25379311,-4.548624501,145
0.253500388,-4.549965892,145.15625
0.253309025,-4.552318119,145.3125
0.251949748,-4.557831224,145.46875
0.250407065,-4.560792917,145.625
0.249546184,-4.565650494,145.78125
0.250218125,-4.566251856,145.9375
0.251492218,-4.567245429,146.09375
0.249935989,-4.568882146,146.25
0.248371897,-4.571795257,146.40625
0.25022939,-4.572394043,146.5625
0.25227254,-4.571984957,146.71875
0.254123459,-4.570798218,146.875
0.257409976,-4.565601684,147.03125
0.257839808,-4.564676816,147.1875
0.256893918,-4.564869945,147.34375
0.255340521,-4.564742344,147.5
0.256046489,-4.567987162,147.65625
0.25811884,-4.575056406,147.8125
0.260153361,-4.581353666,147.96875
0.259184395,-4.573997909,148.125
0.256915984,-4.569320184,148.28125
0.257714873,-4.575346552,148.4375
0.253307432,-4.568305489,148.59375
0.250680098,-4.567874047,148.75
0.25098662,-4.569636314,148.90625
0.251083194,-4.572417838,149.0625
0.250589209,-4.568162458,149.21875
0.249913541,-4.569331034,149.375
0.25062118,-4.578734768,149.53125
0.255913639,-4.594767364,149.6875
0.256604822,-4.588631017,149.84375
0.254194882,-4.569180619,150
0.258893183,-4.581631749,150.15625
0.25728877,-4.566333516,150.3125
0.259813863,-4.565732209,150.46875
0.265785562,-4.566712251,150.625
0.278091409,-4.553481375,150.78125
0.315527417,-4.517351827,150.9375
0.310295714,-4.494115709,151.09375
0.265683688,-4.522839316,151.25
0.232636265,-4.569304728,151.40625
0.191291073,-4.626460993,151.5625
0.140839915,-4.688812937,151.71875
0.072735639,-4.715494624,151.875
0.050084684,-4.705133455,152.03125
0.065764493,-4.687658217,152.1875
0.070696307,-4.683750671,152.34375
0.068040793,-4.679495532,152.5
0.068117781,-4.670948465,152.65625
0.066912876,-4.665515445,152.8125
0.067167652,-4.661598302,152.96875
0.068348398,-4.655977612,153.125
0.070182126,-4.657710636,153.28125
0.072003587,-4.653085594,153.4375
0.072464225,-4.654208952,153.59375
0.073375112,-4.650887709,153.75
0.073375112,-4.650887709,153.90625
0.071533961,-4.649152766,154.0625
0.071533961,-4.649152766,154.21875
0.071533961,-4.649152766,154.375
0.071533961,-4.649152766,154.53125
0.071708801,-4.64707483,154.6875
0.072907341,-4.646997769,154.84375
0.073465098,-4.647869305,155
0.072829338,-4.648825969,155.15625
0.072324278,-4.648036619,155.3125
0.070992432,-4.649893676,155.46875
0.071352152,-4.648465926,155.625
0.073085488,-4.644879279,155.78125
0.074007315,-4.647125222,155.9375
0.075718631,-4.648256668,156.09375
0.075718631,-4.648256668,156.25
0.075536488,-4.647568872,156.40625
0.075257465,-4.647132967,156.5625
0.07479298,-4.645996805,156.71875
0.074160625,-4.649762112,156.875
0.073647077,-4.648556551,157.03125
0.072375615,-4.650468381,157.1875
0.073647077,-4.648556551,157.34375
0.074617858,-4.648079126,157.5
0.075160569,-4.647384858,157.65625
0.076355153,-4.64729675,157.8125
0.076913361,-4.648168739,157.96875
0.076738031,-4.650252815,158.125
0.076172948,-4.64660879,158.28125
0.075257465,-4.647132967,158.4375
0.074896836,-4.648515045,158.59375
0.075718631,-4.648256668,158.75
0.07617985,-4.649380638,158.90625
0.075900782,-4.648944628,159.0625
0.074750657,-4.648697217,159.21875
0.075160569,-4.647384858,159.375
0.074896836,-4.648515045,159.53125
0.074104221,-4.646873618,159.6875
0.073825291,-4.646437841,159.84375
0.073089288,-4.647684962,160
0.073728384,-4.64668947,160.15625
0.073825291,-4.646437841,160.3125
0.073643272,-4.645750623,160.46875
0.073465098,-4.647869305,160.625
0.069886481,-4.64695057,160.78125
0.064889634,-4.651502891,160.9375
0.065059557,-4.64664438,161.09375
0.074064628,-4.643248126,161.25
0.09699646,-4.645827027,161.40625
0.149613975,-4.625851699,161.5625
0.270617797,-4.53650671,161.71875
0.341804946,-4.298816317,161.875
0.219529729,-4.532486859,162.03125
0.172709213,-4.672569839,162.1875
0.164552925,-4.702470618,162.34375
0.162694509,-4.712688569,162.5
0.167317391,-4.708844728,162.65625
0.180859009,-4.705662527,162.8125
0.205154407,-4.733075768,162.96875
0.201475261,-4.752312207,163.125
0.195482472,-4.764055547,163.28125
0.200716622,-4.756975243,163.4375
0.212473498,-4.789686163,163.59375
0.224161135,-4.841233564,163.75
0.255345247,-4.929701086,163.90625
0.293289865,-4.921509716,164.0625
0.495763099,-4.905741553,164.21875
0.795317213,-4.511811718,164.375
0.883252588,-4.575041558,164.53125
0.888058239,-4.424256959,164.6875
0.625702711,-4.484270549,164.84375
0.664669566,-4.494246833,165
0.615409214,-4.521098442,165.15625
0.4997094,-4.65398414,165.3125
0.526714734,-4.775038191,165.46875
0.538484245,-4.965438049,165.625
0.565699134,-5.099199682,165.78125
0.568906263,-5.265781537,165.9375
0.575156688,-5.34434584,166.09375
0.576885213,-5.383402905,166.25
0.5793787,-5.410811175,166.40625
0.585745117,-5.436072307,166.5625
0.581576659,-5.452231649,166.71875
0.587981542,-5.455423714,166.875
0.588518382,-5.46022823,167.03125
0.589399379,-5.461642608,167.1875
0.601101872,-5.451608001,167.34375
0.596036701,-5.463004926,167.5
0.592660722,-5.473635369,167.65625
0.587543051,-5.485097427,167.8125
0.58826636,-5.495168297,167.96875
0.588866592,-5.499467643,168.125
0.588402122,-5.497525074,168.28125
0.587193018,-5.50660227,168.4375
0.580943074,-5.515127969,168.59375
0.578629023,-5.521711611,168.75
0.577310281,-5.528441955,168.90625
0.576430591,-5.527019455,169.0625
0.577018893,-5.527970737,169.21875
0.575089359,-5.531197989,169.375
0.572094849,-5.527585012,169.53125
0.572107748,-5.530359773,169.6875
0.573549382,-5.529303665,169.84375
0.572830321,-5.536984887,170
0.570600635,-5.535470413,170.15625
0.569025313,-5.538368119,170.3125
0.569855517,-5.539712172,170.46875
0.567110441,-5.540113598,170.625
0.564298369,-5.54099602,170.78125
0.564595315,-5.541476834,170.9375
0.562075084,-5.539479748,171.09375
0.560799756,-5.538901037,171.25
0.563095163,-5.543225122,171.40625
0.564271667,-5.545131166,171.5625
0.562112218,-5.546450732,171.71875
0.561523984,-5.545497499,171.875
0.559753554,-5.542629269,172.03125
0.559758599,-5.545978214,172.1875
0.55677403,-5.542624218,172.34375
0.559671028,-5.550596729,172.5
0.559442886,-5.552957701,172.65625
0.55796877,-5.54724199,172.8125
0.555340798,-5.55051241,172.96875
0.554164153,-5.548604949,173.125
0.553575775,-5.547651314,173.28125
0.555043902,-5.550031064,173.4375
0.553419872,-5.552750153,173.59375
0.554528768,-5.551872746,173.75
0.555349721,-5.55381048,173.90625
0.553584676,-5.550948655,174.0625
0.551878323,-5.547576286,174.21875
0.551654745,-5.549888385,174.375
0.555190162,-5.555621416,174.53125
0.552243157,-5.550842243,174.6875
0.551130164,-5.551759899,174.84375
0.551490425,-5.551748637,175
0.551791927,-5.555505425,175.15625
0.553556766,-5.558368553,175.3125
0.552216614,-5.554993096,175.46875
0.550930038,-5.558296064,175.625
0.548685918,-5.552592193,175.78125
0.550747964,-5.555936519,175.9375
0.550451057,-5.555454887,176.09375
0.54916527,-5.555432633,176.25
0.549753563,-5.556387045,176.40625
0.549347877,-5.556335052,176.5625
0.551861202,-5.558337981,176.71875
0.550209126,-5.555062458,176.875
0.548868361,-5.554950992,177.03125
0.549639298,-5.556807813,177.1875
0.550510543,-5.558816827,177.34375
0.547933586,-5.553434823,177.5
0.549302793,-5.561040183,177.65625
0.549772092,-5.559085794,177.8125
0.548941936,-5.557738622,177.96875
0.550118427,-5.559647898,178.125
0.544951364,-5.553384847,178.28125
0.547329016,-5.559907526,178.4375
0.547779908,-5.558568537,178.59375
0.546894653,-5.55713215,178.75
0.54542638,-5.554750395,178.90625
0.544976067,-5.559396368,179.0625
0.547714909,-5.559069395,179.21875
0.54866508,-5.560005072,179.375
0.547779908,-5.558568537,179.53125
0.547997268,-5.556812228,179.6875
0.554086102,-5.559834066,179.84375
0.560819512,-5.552182478,180
0.570110064,-5.554027441,180.15625
0.568837847,-5.556742454,180.3125
0.568540958,-5.556261139,180.46875
0.573152414,-5.557410899,180.625
0.665896216,-5.426620215,180.78125
0.724878042,-5.118264602,180.9375
0.70610242,-5.090183886,181.09375
0.799302954,-5.055955796,181.25
0.851552975,-5.059773862,181.40625
0.872406107,-5.065749673,181.5625
0.935829549,-5.010314918,181.71875
0.913116095,-5.032191441,181.875
0.896706976,-5.10044641,182.03125
0.752749331,-5.446594055,182.1875
0.722374797,-5.520173056,182.34375
0.698320814,-5.574364237,182.5
0.696774309,-5.579785583,182.65625
0.695850585,-5.588474467,182.8125
0.689792857,-5.60860498,182.96875
0.695209517,-5.588054552,183.125
0.69950645,-5.557238069,183.28125
0.697271638,-5.574186626,183.4375
0.684356589,-5.618945455,183.59375
0.681194492,-5.63170137,183.75
0.679400431,-5.642257591,183.90625
0.671905606,-5.640651317,184.0625
0.674744127,-5.657070253,184.21875
0.672675418,-5.660891241,184.375
0.6726211,-5.657976218,184.53125
0.665970712,-5.666640723,184.6875
0.665384011,-5.665680235,184.84375
0.664733084,-5.66184868,185
0.669453116,-5.67296345,185.15625
0.668679185,-5.673893733,185.3125
0.662803112,-5.681859474,185.46875
0.66328035,-5.683868476,185.625
0.660571916,-5.687171814,185.78125
0.656931397,-5.686093462,185.9375
0.653897393,-5.686732968,186.09375
0.653255909,-5.693343719,186.25
0.652435053,-5.694787202,186.40625
0.651202318,-5.693381202,186.5625
0.652858817,-5.704371301,186.71875
0.651776684,-5.711187905,186.875
0.650215315,-5.710448874,187.03125
0.648919269,-5.702799602,187.1875
0.651198561,-5.709900993,187.34375
0.651447856,-5.708468235,187.5
0.650745804,-5.708537727,187.65625
0.65084803,-5.709932123,187.8125
0.653042786,-5.712935275,187.96875
0.646615494,-5.704528809,188.125
0.64803772,-5.721512944,188.28125
0.639311788,-5.727206261,188.4375
0.639694122,-5.741500849,188.59375
0.631499837,-5.7382911,188.75
0.627374805,-5.752643725,188.90625
0.632409052,-5.76011654,189.0625
0.630303486,-5.760848611,189.21875
0.632700497,-5.757235484,189.375
0.629369078,-5.756559183,189.53125
0.629035436,-5.760826114,189.6875
0.627779089,-5.748491278,189.84375
0.631361986,-5.763823601,190
0.628469994,-5.744846073,190.15625
0.625634753,-5.750383445,190.3125
0.632930004,-5.754916866,190.46875
0.630892789,-5.76182417,190.625
0.629555682,-5.764996052,190.78125
0.627912636,-5.764398232,190.9375
0.627034041,-5.762943329,191.09375
0.627233181,-5.765357171,191.25
0.625765863,-5.772257892,191.40625
0.621996096,-5.755223649,191.5625
0.617351008,-5.761893533,191.71875
0.625001911,-5.773108268,191.875
0.622809971,-5.775742695,192.03125
0.624239513,-5.77062306,192.1875
0.625367503,-5.773714299,192.34375
0.621743446,-5.772515004,192.5
0.619339539,-5.765803002,192.65625
0.624260012,-5.774561791,192.8125
0.625881735,-5.771227863,192.96875
0.623795313,-5.775916839,193.125
0.624849329,-5.77553885,193.28125
0.621809399,-5.775304485,193.4375
0.619757105,-5.771902403,193.59375
0.61660193,-5.769351733,193.75
0.619773771,-5.77878908,193.90625
0.62071406,-5.783074003,194.0625
0.62071406,-5.783074003,194.21875
0.619773771,-5.77878908,194.375
0.618665093,-5.782952786,194.53125
0.615149856,-5.777121129,194.6875
0.614209645,-5.772890316,194.84375
0.669118249,-5.690382979,195
0.761694499,-5.394936745,195.15625
0.782915131,-5.255441952,195.3125
0.716664952,-5.281628233,195.46875
0.619235735,-5.310288923,195.625
0.635234276,-5.345240181,195.78125
0.614474415,-5.728368057,195.9375
0.587898328,-5.866396609,196.09375
0.586085117,-5.897487873,196.25
0.584755872,-5.897245138,196.40625
0.583487597,-5.904450291,196.5625
0.579950809,-5.90570906,196.71875
0.579270587,-5.905087272,196.875
0.577942786,-5.908026356,197.03125
0.576542326,-5.908298458,197.1875
0.578069419,-5.912846655,197.34375
0.579983981,-5.918755344,197.5
0.578913131,-5.918887017,197.65625
0.573392641,-5.90904125,197.8125
0.576123288,-5.916144491,197.96875
0.57099736,-5.912697047,198.125
0.573106657,-5.918235322,198.28125
0.570676254,-5.918716386,198.4375
0.572717937,-5.922781121,198.59375
0.568111622,-5.914383461,198.75
0.569415662,-5.918558835,198.90625
0.567727663,-5.921501049,199.0625
0.568374313,-5.921991911,199.21875
0.570130908,-5.92753557,199.375
0.566756004,-5.921827001,199.53125
0.570549764,-5.927631463,199.6875
0.56996752,-5.926646144,199.84375
0.56844365,-5.92468107,200
0.566461988,-5.921329885,200.15625
0.569548576,-5.926550259,200.3125
0.565854561,-5.926841154,200.46875
0.564101744,-5.923875293,200.625
0.568344204,-5.929087832,200.78125
0.567084578,-5.931537812,200.9375
0.563242057,-5.926339547,201.09375
0.564879699,-5.929758293,201.25
0.560322685,-5.92396391,201.40625
0.561778147,-5.923249696,201.5625
0.564900909,-5.933110628,201.71875
0.563731019,-5.931128832,201.875
0.562625938,-5.932421359,202.03125
0.562561599,-5.929749664,202.1875
0.564720949,-5.934665576,202.34375
0.55863505,-5.92371736,202.5
0.562756533,-5.93142929,202.65625
0.562456378,-5.930228317,202.8125
0.563278321,-5.93292523,202.96875
0.564536718,-5.933707385,203.125
0.559843118,-5.929668098,203.28125
0.556276665,-5.923631042,203.4375
0.556140982,-5.921445096,203.59375
0.561014226,-5.931039358,203.75
0.562700505,-5.9345084,203.90625
0.560198445,-5.932263958,204.0625
0.560491456,-5.933372624,204.21875
0.559616081,-5.931277364,204.375
0.555177477,-5.924374887,204.53125
0.555760236,-5.9253611,204.6875
0.557056996,-5.929500793,204.84375
0.55990999,-5.931775265,205
0.560491456,-5.933372624,205.15625
0.561073805,-5.934359327,205.3125
0.558324178,-5.927096342,205.46875
0.556409551,-5.925847444,205.625
0.560198445,-5.932263958,205.78125
0.559261297,-5.931288735,205.9375
0.561596249,-5.935244637,206.09375
0.560562276,-5.935439654,206.25
0.558656544,-5.934166812,206.40625
0.556833282,-5.931678301,206.5625
0.558944971,-5.934655676,206.71875
0.555309193,-5.92654131,206.875
0.556610024,-5.930699027,207.03125
0.558201269,-5.93538647,207.1875
0.557907423,-5.934888307,207.34375
0.557780309,-5.932681855,207.5
0.555217358,-5.93094124,207.65625
0.55674281,-5.932914239,207.8125
0.555642547,-5.936815537,207.96875
0.553551424,-5.937946468,208.125
0.543903872,-5.946641558,208.28125
0.547069227,-5.962384748,208.4375
0.550745297,-5.965941851,208.59375
0.563912971,-5.965664559,208.75
0.58885172,-5.971512994,208.90625
0.694356072,-5.699525872,209.0625
0.754515392,-5.391583537,209.21875
0.835189655,-4.889372246,209.375
0.787683208,-4.98163245,209.53125
0.707733465,-5.302970965,209.6875
0.693026644,-5.445084312,209.84375
0.693628585,-5.506305127,210
0.690314932,-5.520577209,210.15625
0.694069769,-5.527871052,210.3125
0.691542785,-5.536333758,210.46875
0.689520246,-5.546818057,210.625
0.686731299,-5.550937955,210.78125
0.687081874,-5.550850619,210.9375
0.687087272,-5.55440448,211.09375
0.687499769,-5.560803098,211.25
0.684661546,-5.565404827,211.40625
0.684776004,-5.571311728,211.5625
0.683704636,-5.57183813,211.71875
0.682627869,-5.572291127,211.875
0.679785619,-5.573434702,212.03125
0.677241871,-5.579464824,212.1875
0.677227348,-5.585773866,212.34375
0.679002895,-5.588631483,212.5
0.676808938,-5.5901033,212.65625
0.671884287,-5.595116806,212.8125
0.67307368,-5.60048102,212.96875
0.674732185,-5.600990647,213.125
0.674028368,-5.598571422,213.28125
0.672595011,-5.601934457,213.4375
0.669867674,-5.605363041,213.59375
0.670754955,-5.606794011,213.75
0.671290515,-5.60830589,213.90625
0.669446875,-5.609708073,214.0625
0.66815886,-5.60978488,214.21875
0.666906557,-5.611263506,214.375
0.667496252,-5.612215075,214.53125
0.665676269,-5.614227946,214.6875
0.66394641,-5.617078452,214.84375
0.664887372,-5.61796222,215
0.664122151,-5.622364936,215.15625
0.663999755,-5.620009629,215.3125
0.663410066,-5.619057337,215.46875
0.661577232,-5.623886387,215.625
0.664175452,-5.625294151,215.78125
0.664711679,-5.623317459,215.9375
0.663406497,-5.626195445,216.09375
0.659213588,-5.630652023,216.25
0.65879914,-5.638379603,216.40625
0.659395847,-5.632228666,216.5625
0.658576001,-5.634568641,216.71875
0.657862172,-5.637509935,216.875
0.657678287,-5.639345533,217.03125
0.657937204,-5.641046824,217.1875
0.658154162,-5.637982435,217.34375
0.656868484,-5.638034839,217.5
0.655211923,-5.640959407,217.65625
0.65586076,-5.644836366,217.8125
0.656378548,-5.645674956,217.96875
0.656141329,-5.644656032,218.125
0.654519626,-5.645439233,218.28125
0.653675464,-5.646260772,218.4375
0.652852299,-5.647699272,218.59375
0.654264887,-5.647215567,218.75
0.653505474,-5.651528523,218.90625
0.65072931,-5.649203118,219.0625
0.652669338,-5.649527144,219.21875
0.652377396,-5.649054072,219.375
0.652744254,-5.653115019,219.53125
0.651616243,-5.650640346,219.6875
0.649729501,-5.652532719,219.84375
0.651311063,-5.652913847,220
0.65089877,-5.65012431,220.15625
0.651144867,-5.655461763,220.3125
0.650024524,-5.656410953,220.46875
0.649258409,-5.657348648,220.625
0.64949607,-5.654919575,220.78125
0.649788005,-5.655392936,220.9375
0.668084244,-5.623762041,221.09375
0.773316645,-5.344278324,221.25
0.788386759,-4.922671179,221.40625
0.762750332,-4.984966062,221.5625
0.691974017,-5.05844254,221.71875
0.727644848,-5.076128576,221.875
0.644793651,-5.671424159,222.03125
0.607731106,-5.898922425,222.1875
0.60170865,-5.931220648,222.34375
0.609594138,-5.937180375,222.5
0.597349675,-5.964031736,222.65625
0.588764233,-5.978378054,222.8125
0.590977668,-5.983377688,222.96875
0.645511325,-5.915621596,223.125
0.780621562,-5.459469591,223.28125
0.788607631,-5.266569719,223.4375
0.754307364,-5.345077558,223.59375
0.631554607,-5.861591399,223.75
0.603157448,-5.984337809,223.90625
0.593634595,-5.99701384,224.0625
0.59067078,-5.999167385,224.21875
0.586029258,-6.00176403,224.375
0.582940572,-6.001040097,224.53125
0.586603225,-6.008451194,224.6875
0.584885763,-6.009533574,224.84375
0.587228897,-6.013514115,225
0.580437152,-6.001981937,225.15625
0.584077377,-6.007539966,225.3125
0.579790182,-6.005366383,225.46875
0.584984425,-6.014189792,225.625
0.578619876,-6.005946559,225.78125
0.58455699,-6.015482109,225.9375
0.58322349,-6.015210578,226.09375
0.576565339,-6.006461778,226.25
0.577187201,-6.01000126,226.40625
0.576020507,-6.008019043,226.5625
0.579908823,-6.014076309,226.71875
0.577315008,-6.012207867,226.875
0.579425941,-6.018360616,227.03125
0.572143914,-6.003491209,227.1875
0.578417034,-6.014701506,227.34375
0.573515845,-6.006372714,227.5
0.575110082,-6.010390041,227.65625
0.578867904,-6.017480133,227.8125
0.570919317,-6.005207742,227.96875
0.578457143,-6.018024505,228.125
0.570688904,-6.007419717,228.28125
0.575722846,-6.017907746,228.4375
0.575722846,-6.017907746,228.59375
0.576086943,-6.017908967,228.75
0.575792779,-6.01740825,228.90625
0.571833962,-6.013228925,229.0625
0.573292816,-6.018313717,229.21875
0.569495526,-6.009251849,229.375
0.574332682,-6.0149234,229.53125
0.575272135,-6.019080131,229.6875
0.567156359,-6.0052756,229.84375
0.573229041,-6.01560258,230
0.572573155,-6.012548919,230.15625
0.571832066,-6.010039658,230.3125
0.57293769,-6.012550104,230.46875
0.571605846,-6.012210873,230.625
0.567739856,-6.006267267,230.78125
0.566342754,-6.006491651,230.9375
0.57254161,-6.016405152,231.09375
0.573709974,-6.020949757,231.25
0.571508497,-6.016583109,231.40625
0.570048198,-6.014097452,231.5625
0.572903746,-6.019576744,231.71875
0.567578147,-6.011143834,231.875
0.564201818,-6.007322425,232.03125
0.569236191,-6.012715639,232.1875
0.572026599,-6.018083238,232.34375
0.572252265,-6.015294634,232.5
0.571151633,-6.01342143,232.65625
0.569170791,-6.012604357,232.8125
0.565011151,-6.006148619,232.96875
0.571664344,-6.014912063,233.125
0.573127102,-6.019957096,233.28125
0.568743005,-6.00994211,233.4375
0.570177265,-6.016240722,233.59375
0.567550697,-6.011770008,233.75
0.566023145,-6.00980085,233.90625
0.562870617,-6.007034764,234.0625
0.567091814,-6.013585916,234.21875
0.570015297,-6.021114621,234.375
0.569364169,-6.017454493,234.53125
0.570698003,-6.020355377,234.6875
0.567609558,-6.014467178,234.84375
0.567254086,-6.014491674,235
0.562932225,-6.006509481,235.15625
0.571664344,-6.014912063,235.3125
0.577640179,-6.016004133,235.46875
0.581053284,-6.01275709,235.625
0.606427013,-5.995072487,235.78125
0.73308554,-5.7124696,235.9375
0.808971453,-5.492909558,236.09375
0.861494224,-5.348972662,236.25
0.908492521,-5.244215513,236.40625
0.937791262,-5.150929271,236.5625
0.929388245,-5.173004077,236.71875
0.854676795,-5.276344946,236.875
0.797155023,-5.403132324,237.03125
0.769918251,-5.460105527,237.1875
0.625442022,-5.329270804,237.34375
0.652738925,-4.799843769,237.5
0.717632867,-3.05791073,237.65625
0.999525511,-1.208003241,237.8125
2.643006601,-2.980108983,237.96875
6.3853543,-7.755571098,238.125
6.688237349,-8.257243719,238.28125
6.650675005,-8.238483983,238.4375
6.64303328,-8.247386553,238.59375
6.634037241,-8.183070143,238.75
6.643856149,-8.200135332,238.90625
6.651445812,-8.191125792,239.0625
6.594151022,-8.254678467,239.21875
6.545331813,-8.353603436,239.375
6.4801133,-8.42634245,239.53125
6.526217321,-8.39634519,239.6875
6.564400142,-8.348721603,239.84375
6.587177643,-8.31017649,240
6.618971015,-8.295291144,240.15625
6.646625914,-8.322148146,240.3125
6.653229825,-8.334046089,240.46875
6.668149509,-8.28815854,240.625
6.679113585,-8.25933574,240.78125
6.679845858,-8.23706266,240.9375
6.67628156,-8.255474129,241.09375
6.668902039,-8.265873328,241.25
6.657478289,-8.318378729,241.40625
6.656997776,-8.342073012,241.5625
6.650340771,-8.330077132,241.71875
6.654725304,-8.289350986,241.875
6.665744129,-8.260627106,242.03125
6.672382002,-8.272506048,242.1875
6.644199913,-8.294506197,242.34375
6.552155484,-8.38577635,242.5
6.552734907,-8.446321527,242.65625
6.530239981,-8.444466565,242.8125
6.565354999,-8.448039204,242.96875
6.548876229,-8.437347203,243.125
6.567907321,-8.375195688,243.28125
6.558106119,-8.357053911,243.4375
6.621586863,-8.34941736,243.59375
6.644304979,-8.269454206,243.75
6.637264449,-8.281241203,243.90625
6.636040707,-8.327207804,244.0625
6.632959853,-8.296769819,244.21875
6.64822413,-8.227368578,244.375
6.655284596,-8.240740451,244.53125
6.650986078,-8.28142704,244.6875
6.650549103,-8.305101886,244.84375
6.640055995,-8.285074653,245
6.6333807,-8.273102175,245.15625
6.564400142,-8.348721603,245.3125
6.525237955,-8.335382241,245.46875
